,level_0,index,channelId,channelTitle,categoryId,title,videoId,publishedAt,viewCount,likeCount,dislikeCount,commentCount,tags,channelVideoId,datePublished,todayDate,daysPublished,averageViewCount,positiveRating,negativeRating,engagementRating
0,0,3,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,The Market Collapse &amp; Bitcoin to $0 [w/ Peter Schiff],F9xaOMm8_Zk,2021-02-27T16:46:32Z,21196,2617,477,0,"['peter schiff', 'money', 'gold', 'bitcoin', 'elon musk', 'musk', 'tesla', 'nasdaq', 'tech stocks', 'tech crash', 'stock crash', 'stocks']",Meet Kevin 0,2021-02-27,2021-02-28,1,21196.0,12.35,2.25,0.0
1,1,0,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,"$1,400 Stimulus PASSED by House! [Details &amp; Next Steps].",wx7J5kPpZpo,2021-02-27T07:25:06Z,160024,10807,121,1833,"['stimulus check', 'stimulus package', 'stimulus update', 'stimulus checks', 'unemployment stimulus', 'congress', 'clearvalue tax', 'clear value tax', 'stephen gardner', 'gardner', 'new stimulus package', 'pelosi', 'second stimulus check timing', 'new stimulus bill', 'new', 'biden stimulus', 'third stimulus check', 'stimulus 3', 'new stimulus biden', 'biden stimulus plan', 'biden speaks on stimulus', 'new stimulus plan', 'american recovery', 'its jimmy', 'third stimulus', 'new stimulus', 'recovery plan', 'schumer', 'stimulus passes']",Meet Kevin 1,2021-02-27,2021-02-28,1,160024.0,6.75,0.08,1.15
2,2,9,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,"House Debates &amp; Passes: $1,400 Stimulus Check Package.",ziaaz1PVL1E,2021-02-27T07:24:29Z,295303,7452,257,491,"['congress', 'house', 'debates', 'stimulus', 'stimulus check', 'stimulus update']",Meet Kevin 2,2021-02-27,2021-02-28,1,295303.0,2.52,0.09,0.17
3,3,1,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,I&#39;m Not F$*king Leaving.,wlPIgxZpqNk,2021-02-27T02:36:23Z,213687,9257,217,1916,"['stocks', 'investing', 'ark', 'ark invest', 'stock crash', 'market crash', 'market crisis', 'crash', 'stocks fell', 'why stocks fell']",Meet Kevin 3,2021-02-27,2021-02-28,1,213687.0,4.33,0.1,0.9
4,4,6,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,"$1,400 Stimulus Check Update and Changes | [2-26]",0xBgteoof-o,2021-02-27T00:23:13Z,175033,7569,243,1153,"['stimulus check', 'stimulus package', 'stimulus update', 'stimulus checks', 'unemployment stimulus', 'congress', 'clearvalue tax', 'clear value tax', 'stephen gardner', 'gardner', 'new stimulus package', 'pelosi', 'second stimulus check timing', 'new stimulus bill', 'new', 'biden stimulus', 'third stimulus check', 'stimulus 3', 'new stimulus biden', 'biden stimulus plan', 'biden speaks on stimulus', 'new stimulus plan', 'american recovery', 'its jimmy', 'third stimulus', 'new stimulus', 'recovery plan', 'schumer']",Meet Kevin 4,2021-02-27,2021-02-28,1,175033.0,4.32,0.14,0.66
5,5,2,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Final Market Close: February.,mr55l3bz5wg,2021-02-26T21:41:56Z,146230,2994,111,463,"['market', 'investing', 'stocks']",Meet Kevin 5,2021-02-26,2021-02-28,2,73115.0,2.05,0.08,0.32
6,6,4,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Market Open: Will the Market Recover or Crash Again?,a1RnIgNB9qo,2021-02-26T16:16:21Z,199182,3905,135,421,"['stocks', 'investing', 'market']",Meet Kevin 6,2021-02-26,2021-02-28,2,99591.0,1.96,0.07,0.21
7,7,5,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Why the Market CRASHED Today | The Truth.,vjIBxM72jHY,2021-02-25T23:34:00Z,435035,20189,376,3222,"['market crash', 'stocks', 'market fall', 'market collapse', 'graham stephan', 'andrei jikh', 'Jeremy financial education', 'ziptrader', 'swaggyc', 'day trade', 'bitcoin', 'investing', 'investing in stocks', 'buying stocks']",Meet Kevin 7,2021-02-25,2021-02-28,3,145012.0,4.64,0.09,0.74
8,8,8,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,The Federal Reserve JUST Failed | Cathie Wood &amp; Bitcoin Respond.,ryCkK-Toxx8,2021-02-25T17:01:27Z,240549,7065,211,1948,"['federal reserve', 'fed', 'bitcoin', 'cathie wood', 'cryptocurrency', 'jerome powell']",Meet Kevin 8,2021-02-25,2021-02-28,3,80183.0,2.94,0.09,0.81
9,9,13,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Confronting the CEO of Matterport [My Next 3x Stock].,FqHi_rCOEBY,2021-02-25T04:32:26Z,58621,1835,60,650,"['matterport', 'stock', 'investing']",Meet Kevin 9,2021-02-25,2021-02-28,3,19540.0,3.13,0.1,1.11
10,10,10,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,GME AFTER HOURS!!! &amp; Market Close: Half Disaster. Half Victory.,imLcTw74yog,2021-02-25T01:21:38Z,283701,5820,204,477,"['gme', 'gamestop', 'amc', 'market close', 'stocks', 'investing', 'cnbc', 'graham stephan', 'ziptrader', 'swaggyc', 'jeremy financial education', 'cciv', 'lucid']",Meet Kevin 10,2021-02-25,2021-02-28,3,94567.0,2.05,0.07,0.17
11,11,19,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,"Fed &amp; $1,400 Stimulus Check Update [2-24]",lvZP273p9zk,2021-02-24T20:29:42Z,247677,8278,315,2122,"['stimulus check', 'stimulus package', 'stimulus update', 'stimulus checks', 'unemployment stimulus', 'congress', 'clearvalue tax', 'clear value tax', 'stephen gardner', 'gardner', 'new stimulus package', 'pelosi', 'second stimulus check timing', 'new stimulus bill', 'new', 'biden stimulus', 'third stimulus check', 'stimulus 3', 'new stimulus biden', 'biden stimulus plan', 'biden speaks on stimulus', 'new stimulus plan', 'american recovery', 'its jimmy', 'third stimulus', 'new stimulus', 'recovery plan', 'schumer', 'minimum wage']",Meet Kevin 11,2021-02-24,2021-02-28,4,61919.0,3.34,0.13,0.86
12,12,12,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Market Open! Moon or Setup? [Jerome Powell],K32PklSK3fs,2021-02-24T16:27:40Z,175292,3243,113,357,"['market open', 'investing', 'stocks']",Meet Kevin 12,2021-02-24,2021-02-28,4,43823.0,1.85,0.06,0.2
13,13,28,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,"Tesla vs Lucid ($CCIV): Will Lucid Fail, Sell Now? [w/ Hyperchange]",xP8ZKQKpRLw,2021-02-24T02:04:28Z,193246,4600,337,1088,"['lucid', 'cciv', 'tesla', 'elon musk', 'gali', 'hyperchange', 'hyper change']",Meet Kevin 13,2021-02-24,2021-02-28,4,48312.0,2.38,0.17,0.56
14,14,14,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Market Closing &amp; Earnings - Market Crash Day!,-I1TfKNHKew,2021-02-23T22:41:34Z,183568,3392,136,517,"['stocks', 'market', 'investing']",Meet Kevin 14,2021-02-23,2021-02-28,5,36714.0,1.85,0.07,0.28
15,15,16,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,What the Fed just Said... As the Market is Crashing.,0pcKUMKu6c0,2021-02-23T19:22:49Z,266471,9267,266,2149,"['fed', 'federal reserve', 'jerome powell', 'jpow', 'money printer', 'inflation', 'rates', 'unemployment', 'stimulus', 'wealth', 'k-shaped']",Meet Kevin 15,2021-02-23,2021-02-28,5,53294.0,3.48,0.1,0.81
16,16,7,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,The Market Crash is Here,5Y_qBF5DKYA,2021-02-23T16:34:58Z,408407,8032,426,1340,"['market crash', 'stocks', 'fall']",Meet Kevin 16,2021-02-23,2021-02-28,5,81681.0,1.97,0.1,0.33
17,17,36,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,Lucid &amp; CCIV....... How the Suits Screwed us Again.,NR76ObYeGkw,2021-02-23T03:36:39Z,450335,17328,499,4172,"['stocks', 'stock moe', 'ricky gutierez', 'ziptrader', 'charlie', 'lucid', 'cciv', 'lucid motors', 'bloomberg', 'reuters']",Meet Kevin 17,2021-02-23,2021-02-28,5,90067.0,3.85,0.11,0.93
18,18,27,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Ethereum&#39;s New Bubble: Non-Fungible Tokens | wtf.,-StxMsKRzKE,2021-02-23T00:57:05Z,94989,3643,143,1614,"['logan paul', 'non-fungible token', 'nft', 'fungible', 'fungible token', 'creator nft', 'paul', 'paul logan']",Meet Kevin 18,2021-02-23,2021-02-28,5,18998.0,3.84,0.15,1.7
19,19,25,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Market Close - HOLY CRAP.... it&#39;s bad!,9GOs1P78TXA,2021-02-22T22:43:22Z,266179,4583,221,1251,['stocks'],Meet Kevin 19,2021-02-22,2021-02-28,6,44363.0,1.72,0.08,0.47
20,20,22,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Market Open - BTC Crash &amp; Market Pullback.,K0TCbKj8CCQ,2021-02-22T16:59:06Z,194145,3397,135,805,0,Meet Kevin 20,2021-02-22,2021-02-28,6,32358.0,1.75,0.07,0.41
21,21,30,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,"Why the Market is Dropping Today [Stocks, Bitcoin, Tesla]",r3NBTp7Vd5k,2021-02-22T10:45:17Z,314411,8697,246,3199,"['stocks', 'investing', 'market', 'premarket', 'tesla', 'bitcoin', 'market fall', 'inflation', 'margin', 'froth']",Meet Kevin 21,2021-02-22,2021-02-28,6,52402.0,2.77,0.08,1.02
22,22,37,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,The Future of Electric Vehicles: My Thoughts on Sandy Munro,xzyNke3DkJg,2021-02-21T21:32:41Z,115463,3773,135,1442,"['stocks', 'investing', 'sandy munro', 'tesla', 'apple', 'nio', 'lucid', 'cciv', 'evtol']",Meet Kevin 22,2021-02-21,2021-02-28,7,16495.0,3.27,0.12,1.25
23,23,33,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,I&#39;m Shocked... How to get the Best Price on Bitcoin [Trigger Warning],t97CKz07BbE,2021-02-20T21:47:54Z,113450,4530,127,3497,"['bitcoin', 'btc', 'cryptocurrency']",Meet Kevin 23,2021-02-20,2021-02-28,8,14181.0,3.99,0.11,3.08
24,24,31,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,New Bill! Full Details on $300/month Child Tax Credit! [Stimulus Check Bill],wzB0JoJvmSU,2021-02-20T18:17:44Z,185236,6122,132,1756,"['stimulus check', 'stimulus package', 'stimulus update', 'stimulus checks', 'unemployment stimulus', 'congress', 'clearvalue tax', 'clear value tax', 'stephen gardner', 'gardner', 'new stimulus package', 'pelosi', 'second stimulus check timing', 'new stimulus bill', 'new', 'third stimulus check', 'stimulus 3', 'new stimulus biden', 'biden stimulus plan', 'biden speaks on stimulus', 'new stimulus plan', 'american recovery', 'its jimmy', 'third stimulus', 'new stimulus', 'recovery plan', 'schumer', 'child tax credit']",Meet Kevin 24,2021-02-20,2021-02-28,8,23154.0,3.3,0.07,0.95
25,25,35,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,AVOID this Big Mistake in Stocks | How the Suits Screw Us [Ark Invest],TaYlFW-FVU0,2021-02-19T19:14:12Z,120019,4013,85,914,"['capa', 'highcape', 'quantum-si', 'quantum si', 'ark invest', 'cathie wood', 'ark invest cathie wood']",Meet Kevin 25,2021-02-19,2021-02-28,9,13335.0,3.34,0.07,0.76
26,26,29,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,25,"What Janet Yellen JUST Said [Stimulus Checks, BTC, Rates]",n3s_SBqC2ZU,2021-02-19T00:30:05Z,199972,6522,172,1593,"['stimulus check', 'stimulus package', 'stimulus update', 'stimulus checks', 'unemployment stimulus', 'congress', 'clearvalue tax', 'clear value tax', 'stephen gardner', 'gardner', 'new stimulus package', 'pelosi', 'second stimulus check timing', 'new stimulus bill', 'new', 'georgia runoff', 'biden stimulus', 'third stimulus check', 'stimulus 3', 'new stimulus biden', 'biden stimulus plan', 'biden speaks on stimulus', 'new stimulus plan', 'american recovery', 'its jimmy', 'third stimulus', 'new stimulus', 'recovery plan', 'schumer']",Meet Kevin 26,2021-02-19,2021-02-28,9,22219.0,3.26,0.09,0.8
27,27,49,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,"Bitcoin to $1,000,000 Million Dollars.",ZNJ7s6xEUW4,2021-02-18T23:42:19Z,171113,6387,231,3046,"['btc', 'bitcoin', 'bitcoin currency']",Meet Kevin 27,2021-02-18,2021-02-28,10,17111.0,3.73,0.13,1.78
28,28,48,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,Market Open! [2/18],O1gkngr8m4M,2021-02-18T15:55:12Z,115951,2326,75,271,0,Meet Kevin 28,2021-02-18,2021-02-28,10,11595.0,2.01,0.06,0.23
29,29,26,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,27,"Tesla vs The Competition: Lucid, Nio, &amp; More [w/ Sandy Munro].",1sLOKHW3ILQ,2021-02-17T20:20:32Z,153157,6297,144,930,"['tsla', 'cciv', 'lucid', 'nio', 'xpeng', 'tesla stock', 'tesla', 'elon', 'elon musk', 'engineering', 'science', 'munro', 'sandy munro']",Meet Kevin 29,2021-02-17,2021-02-28,11,13923.0,4.11,0.09,0.61
30,0,0,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,THE COMING CRYPTO CRASH,zU780s6rYHY,2021-02-26T23:15:30Z,252997,14636,404,3849,"['ethereum', 'bitcoin', 'NFT', 'nft tokens', 'dao token', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'how to invest in stocks', 'stock options', 'best stock trading app', 'how to be a millionaire', 'credit score', 'credit score explained', 'real estate 101', 'andrei jikh', 'best investments', 'best investment', 'bitcoin vs ethereum', 'dogecoin']",Andrei Jikh 0,2021-02-26,2021-02-28,2,126498.0,5.79,0.16,1.52
31,1,11,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,"Ethereum To $10,000 (Not Clickbait)",RsM_gUlpd_A,2021-02-22T23:15:04Z,435415,25259,553,6415,"['ethereum', 'bitcoin', 'NFT', 'nft tokens', 'dao token', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'how to invest in stocks', 'stock options', 'best stock trading app', 'how to be a millionaire', 'credit score', 'credit score explained', 'real estate 101', 'andrei jikh', 'best investments', 'best investment', 'bitcoin vs ethereum', 'dogecoin']",Andrei Jikh 1,2021-02-22,2021-02-28,6,72569.0,5.8,0.13,1.47
32,2,15,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,7 Best Blockchain Stocks,ZOlNtEmaiTs,2021-02-19T23:15:36Z,264386,12739,214,3843,"['blockchain stocks', 'best stocks', 'bitcoin', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in stocks', 'best stock trading app', 'credit score', 'credit score explained', 'credit cards for beginners', 'double spend', 'webull', 'blockfi', 'apple bitcoin', 'mastercard bitcoin', 'ethereum', 'gemini', 'coinbase', 'RIOT stock', 'mara stock', 'canaan stock']",Andrei Jikh 2,2021-02-19,2021-02-28,9,29376.0,4.82,0.08,1.45
33,3,6,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,The Safest Way To Store Bitcoin (Step By Step),peSLM6ncHMw,2021-02-17T20:00:31Z,172839,10856,103,3500,"['bitcoin', 'ethereum', 'dogecoin', 'cardano', 'how to buy bitcoin', 'to how to store bitcoin', 'how to protect bitcoin', 'cold storage wallet', 'ledger nano x', 'ledger nano tutorial', 'blockchain tutorial', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'stock options', 'credit score', 'credit score explained', 'andrei jikh', 'crypto investing']",Andrei Jikh 3,2021-02-17,2021-02-28,11,15713.0,6.28,0.06,2.03
34,4,9,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,Apple &amp; MasterCard Buy Into Bitcoin (IT BEGINS),3lwLVHkLx8U,2021-02-15T23:17:08Z,334065,16901,338,4442,"['bitcoin', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'how to invest in stocks', 'stock options', 'best stock trading app', 'credit score', 'credit score explained', 'credit cards for beginners', 'real estate 101', 'double spend', 'webull', 'blockfi', 'apple bitcoin', 'mastercard bitcoin', 'ethereum', 'gemini', 'coinbase']",Andrei Jikh 4,2021-02-15,2021-02-28,13,25697.0,5.06,0.1,1.33
35,5,27,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,Weed Stocks To The Moon (WallStreetBets Is Back),hShRX-x8YBg,2021-02-12T23:15:08Z,278750,14541,312,2652,"['stocks', 'wallstreetbets', 'weed stocks', 'stock market', 'bitcoin', 'tesla bitcoin', 'dogecoin', 'gamestop', 'amc stock', 'robinhood', 'robinhood investing', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'robinhood app', 'best trading app', 'stock market crash', 'passive income', 'dividends', 'dividend stocks', 'investing', 'stock options', 'best stock trading app', 'credit score', 'andrei jikh', 'webull', 'td ameritrade', 'how to buy dogecoin', 'best stocks to buy now', 'best weed stocks', 'sndl stock', 'sundial growers', 'tilray stock']",Andrei Jikh 5,2021-02-12,2021-02-28,16,17422.0,5.22,0.11,0.95
36,6,28,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,Robinhood Just Responded To Us (CEO &amp; I Talk),SBJ9fBkb7WM,2021-02-08T23:15:11Z,240920,15530,1013,4119,"['robinhood', 'gamestop', 'amc stock', 'dogecoin', 'bitcoin', 'elon musk', 'tesla bitcoin', 'tesla buys bitcoin', 'elon buys bitcoin', 'wallstreetbets', 'robinhood investing', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'stock options', 'best stock trading app', 'credit score', 'credit score explained', 'andrei jikh', 'webull', 'charles schwab', 'td ameritrade', 'how to buy dogecoin', 'tesla']",Andrei Jikh 6,2021-02-08,2021-02-28,20,12046.0,6.45,0.42,1.71
37,7,19,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,Tesla &amp; Elon Musk Buy Bitcoin - GAME OVER,KjO5tiZneEE,2021-02-08T17:22:00Z,489265,27569,422,4578,"['bitcoin', 'elon musk', 'tesla bitcoin', 'tesla buys bitcoin', 'elon buys bitcoin', 'dogecoin', 'wallstreetbets', 'gamestop', 'amc stock', 'robinhood', 'robinhood investing', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'stock options', 'best stock trading app', 'credit score', 'credit score explained', 'andrei jikh', 'webull', 'charles schwab', 'td ameritrade', 'how to buy dogecoin', 'tesla']",Andrei Jikh 7,2021-02-08,2021-02-28,20,24463.0,5.63,0.09,0.94
38,8,17,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,DOGECOIN TO THE MOON | What You Need To Know,GZzP3aeCSuI,2021-02-01T23:15:07Z,981558,34977,967,6848,"['dogecoin', 'wallstreetbets', 'gamestop', 'amc stock', 'robinhood', 'robinhood investing', 'bitcoin', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'stock options', 'best stock trading app', 'credit score', 'credit score explained', 'andrei jikh', 'webull', 'charles schwab', 'td ameritrade', 'how to buy dogecoin', 'dogecoin vs bitcoin']",Andrei Jikh 8,2021-02-01,2021-02-28,27,36354.0,3.56,0.1,0.7
39,9,18,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,The TRUTH About WallStreetBets,POgO3ys1CJ0,2021-01-29T14:00:18Z,612705,39767,1077,5479,"['wallstreetbets', 'gamestop', 'amc stock', 'hedge fund', 'robinhood', 'robinhood investing', 'bitcoin', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'stock options', 'best stock trading app', 'credit score', 'credit score explained', 'credit cards for beginners', 'andrei jikh', 'webull', 'charles schwab', 'td ameritrade', 'dogecoin']",Andrei Jikh 9,2021-01-29,2021-02-28,30,20424.0,6.49,0.18,0.89
40,10,34,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,The End Of Bitcoin 2021,jFatO7dvDgY,2021-01-25T23:14:55Z,372721,20796,992,5272,"['bitcoin', 'how to buy bitcoin', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stock market crash', 'stocks', 'passive income', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'how to invest in stocks', 'stock options', 'best stock trading app', 'how to be a millionaire', 'credit score', 'credit score explained', 'credit cards for beginners', 'real estate 101', 'andrei jikh', 'best investments', 'best investment', 'double spend']",Andrei Jikh 10,2021-01-25,2021-02-28,34,10962.0,5.58,0.27,1.41
41,11,35,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,The Best Stocks Of 2021,EsKX6tQqfEo,2021-01-22T23:14:53Z,349931,15219,459,3162,"['passive income', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stocks', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'how to invest in stocks', 'stock options', 'best stock trading app', 'credit score', 'credit cards for beginners', 'real estate 101', 'andrei jikh', 'best investments', 'best investment', 'bitcoin vs ethereum', 'ethereum', 'blockfi', 'gemini', 'm1 finance', 'webull', 'how to become a millionaire', 'apple stock']",Andrei Jikh 11,2021-01-22,2021-02-28,37,9458.0,4.35,0.13,0.9
42,12,1,UCGy7SkBjcIAgTiwkXEtPnYg,Andrei Jikh,27,How I Became A Millionaire In 1 Year,n2gYhNyhffk,2021-01-18T23:14:46Z,1002620,57040,1685,8529,"['passive income', 'cryptocurrency', 'crypto', 'robinhood', 'stock market', 'robinhood app', 'best trading app', 'stocks', 'dividends', 'dividend stocks', 'investing', 'investing for beginners', 'how to invest in real estate', 'how to invest in stocks', 'stock options', 'best stock trading app', 'credit score', 'credit cards for beginners', 'real estate 101', 'andrei jikh', 'best investments', 'best investment', 'bitcoin vs ethereum', 'ethereum', 'blockfi', 'gemini', 'm1 finance', 'webull', 'how to become a millionaire', 'apple stock']",Andrei Jikh 12,2021-01-18,2021-02-28,41,24454.0,5.69,0.17,0.85
